Chrna4,Acra-4,Acra4,EBN1,ENFL1,,,,,,,,,,,,,,,
Chrna6,Acra6,Nica6,,,,,,,,,,,,,,,,,
Chrna7,Acra7,alpha7,,,,,,,,,,,,,,,,,
Chrnb1,Achr-2,Acrb,,,,,,,,,,,,,,,,,
Chrnb2,Acrb-2,Acrb2,C030030P04Rik,[b]2-nAchR,,,,,,,,,,,,,,,
Chrnd,Achr-4,Acrd,L10076,,,,,,,,,,,,,,,,
Chrne,AChrepsilon,Acre,nAChRE,,,,,,,,,,,,,,,,
Chrng,Achr-3,Acrg,,,,,,,,,,,,,,,,,
Adipoq,30kDa,APN,Acdc,Acrp30,GBP28,adipo,apM1,,,,,,,,,,,,
Acrv1,Msa63,SP-10,,,,,,,,,,,,,,,,,
act,0,,,,,,,,,,,,,,,,,,
Acta1,AA959943,Acta-2,Acts,Actsk-1,,,,,,,,,,,,,,,
Actb,Actx,E430023M04Rik,beta-actin,,,,,,,,,,,,,,,,
Actc1,Actc-1,,,,,,,,,,,,,,,,,,
Actg1,AL023024,Actg,Actl,E51,,,,,,,,,,,,,,,
Actg2,ACTA3,Act-4,Act4,SMGA,,,,,,,,,,,,,,,
Actl7a,Tact2,,,,,,,,,,,,,,,,,,
Actl7b,Tact1,,,,,,,,,,,,,,,,,,
Actn2,1110008F24Rik,,,,,,,,,,,,,,,,,,
Actn3,0,,,,,,,,,,,,,,,,,,
Acta2,0610041G09Rik,Actvs,SMalphaA,a-SMA,alphaSMA,,,,,,,,,,,,,,
Acvr1,ALK2,ActR-I,ActRIA,Acvr,Acvrlk2,Alk-2,Alk8,D330013D15Rik,SKR1,Tsk7L,,,,,,,,,
Acvr1b,6820432J04,ActR-IB,ActRIB,Acvrlk4,Alk4,SKR2,,,,,,,,,,,,,
Acvr2a,ActrIIa,Acvr2,TactrII,,,,,,,,,,,,,,,,
Acvr2b,ActRIIB,,,,,,,,,,,,,,,,,,
Acvrl1,AI115505,AI427544,Acvrlk1,Alk1,,,,,,,,,,,,,,,
Aspa,Acy-2,Acy2,nur7,,,,,,,,,,,,,,,,
Ada,0,,,,,,,,,,,,,,,,,,
Adam10,1700031C13Rik,MADM,kuz,kuzbanian,,,,,,,,,,,,,,,
Adam11,AW060611,Mdc,,,,,,,,,,,,,,,,,
Adam12,Mltna,mKIAA4001,,,,,,,,,,,,,,,,,
Adam15,MDC15,metargidin,,,,,,,,,,,,,,,,,
Adam17,CD156b,Tace,,,,,,,,,,,,,,,,,
Adam19,AL024287,Mltnb,,,,,,,,,,,,,,,,,
Adam2,AI323749,Ftnb,Ph30-beta,,,,,,,,,,,,,,,,
Adam22,2900022I03Rik,AI854032,MDC2,,,,,,,,,,,,,,,,
Adam3,Cyrn1,Taz83,tMDC,,,,,,,,,,,,,,,,
Adam4,AV274654,tMDCV,,,,,,,,,,,,,,,,,
Adam5,tMDC II,tMDCII,,,,,,,,,,,,,,,,,
Adam7,9230104J12Rik,EAP1,EAPI,,,,,,,,,,,,,,,,
Adam8,CD156,CD156a,E430039A18Rik,MS2,,,,,,,,,,,,,,,
Adam9,AU020942,MDC9,Mltng,mKIAA0021,,,,,,,,,,,,,,,
Adamts1,ADAM-TS1,ADAMTS,ADAMTS-1,C3-C5,METH-1,METH1,,,,,,,,,,,,,
Adcy6,mKIAA0422,,,,,,,,,,,,,,,,,,
Adcy7,AA407758,,,,,,,,,,,,,,,,,,
Adcy8,AC8,AW060868,,,,,,,,,,,,,,,,,
Adcy9,ACtp10,AW125421,D16Wsu65e,mKIAA0520,,,,,,,,,,,,,,,
Adcyap1,PACAP,,,,,,,,,,,,,,,,,,
Adcyap1r1,2900024I10Rik,AI846590,PAC1,PAC1R,PACAP1-R,,,,,,,,,,,,,,
Add1,AI256389,,,,,,,,,,,,,,,,,,
Add2,2900072M03Rik,add97,,,,,,,,,,,,,,,,,
Plin2,AA407157,ADPH,Adfp,Adrp,,,,,,,,,,,,,,,
Adh1,ADH-AA,AI194826,Adh-1,Adh-1-t,Adh-1e,Adh-1t,Adh-3e,Adh1-e,Adh1-t,Adh1tl,Adh3-e,,,,,,,,
Adh7,AI325182,Adh-3,Adh-3e,Adh-3t,Adh3,Adh3-e,Adh3-t,Adh4,Adt-1,,,,,,,,,,
Adh5,Adh-5,Adh3,GSNOR,,,,,,,,,,,,,,,,
Adh5-ps1,(w)Adh-2,Adh1l,,,,,,,,,,,,,,,,,
Adk,2310026J05Rik,5033405D03Rik,AI255373,AI987814,Ak,,,,,,,,,,,,,,
Adm,AM,,,,,,,,,,,,,,,,,,
Gpr182,AM-R,Admr,G10-D,Gpcr17,Gpcr22,MB10,NOW,,,,,,,,,,,,
Cfd,Adn,DF,,,,,,,,,,,,,,,,,
Adnp,AA589558,mKIAA0784,,,,,,,,,,,,,,,,,
Adora1,A1-AR,A1AR,A1R,AA1R,AI848715,BB176431,Ri,,,,,,,,,,,,
Adora2a,A2AAR,A2aR,AA2AR,,,,,,,,,,,,,,,,
Adora2b,A2BAR,A2BR,A2b,AA2BR,AI480866,AI605384,,,,,,,,,,,,,
Adora3,1700001D09Rik,4930578J19Rik,A3AR,A3R,AA3R,ARA3,Gpcr2,,,,,,,,,,,,
Adprh,Arh1,,,,,,,,,,,,,,,,,,
Parp1,5830444G22Rik,AI893648,ARTD1,Adprp,Adprt1,C80510,PARP,PPOL,parp-1,sPARP-1,,,,,,,,,
Parp2,ARTD2,Adprt2,Adprtl2,Aspartl2,C78626,PARP-2,,,,,,,,,,,,,
Adra1b,[a]1b,,,,,,,,,,,,,,,,,,
Adra1a,Adra1c,,,,,,,,,,,,,,,,,,
Adra1d,Adra-1,Adra1,Adra1a,Gpcr8,Spr8,[a]1d,alpha1D-AR,,,,,,,,,,,,
Adra2a,AW122659,Adra-2,Adra-2a,alpha(2A)AR,alpha2-C10,alpha2A,alpha2A-AR,,,,,,,,,,,,
Adra2b,Adra-2b,[a]2B,alpha2-C2,alpha2B,,,,,,,,,,,,,,,
Adra2c,Adra-2c,[a]2C,alpha2-C4,alpha2C,,,,,,,,,,,,,,,
Adrb1,Adrb-1,beta-AR,,,,,,,,,,,,,,,,,
Adrb2,Adrb-2,Badm,Gpcr7,,,,,,,,,,,,,,,,
Adrb3,Adrb-3,,,,,,,,,,,,,,,,,,
Adsl,Adl,Asl,,,,,,,,,,,,,,,,,
Adssl1,AI528595,Adss,Adss1,,,,,,,,,,,,,,,,
Adss,AI314886,AS,Adss2,,,,,,,,,,,,,,,,
Avil,Advil,DOC6,,,,,,,,,,,,,,,,,
Aebp1,ACLP,,,,,,,,,,,,,,,,,,
Aebp2,AU023766,B230313N05Rik,,,,,,,,,,,,,,,,,
Crisp1,AW324342,Aeg1,CRISP-1,,,,,,,,,,,,,,,,
Crisp3,Aeg2,CRISP-3,CRS3,SGP28,,,,,,,,,,,,,,,
Afp,0,,,,,,,,,,,,,,,,,,
ag,0,,,,,,,,,,,,,,,,,,
Aga,AW060726,,,,,,,,,,,,,,,,,,
Acan,Agc,Agc1,Cspg1,b2b183Clo,cmd,,,,,,,,,,,,,,
Ager,RAGE,,,,,,,,,,,,,,,,,,
Angpt1,1110046O21Rik,Ang-1,Ang1,,,,,,,,,,,,,,,,
Angpt2,Agpt2,Ang-2,Ang2,,,,,,,,,,,,,,,,
Angpt4,Agpt4,Ang3,,,,,,,,,,,,,,,,,
Agrn,Agrin,nmf380,,,,,,,,,,,,,,,,,
Agrp,Agrt,Art,,,,,,,,,,,,,,,,,
Gla,Ags,,,,,,,,,,,,,,,,,,
Agt,AI265500,AngI,AngII,Aogen,Serpina8,,,,,,,,,,,,,,
Agtr1a,1810074K20Rik,AG2S,AI551199,AT1,AT1a,AT2R1,AT2R1A,Agtr-1a,Agtr1,Angtr-1a,,,,,,,,,
Agtr1b,AT1B,AT2R1B,Agtr-1b,Angtr-1b,,,,,,,,,,,,,,,
Agtr2,AI316812,AW107640,,,,,,,,,,,,,,,,,
Agtrap,3300002E14Rik,AT1R,Atrap,D4Wsu124e,,,,,,,,,,,,,,,
Agxt,AGT,Agt1,Agxt1,SPT,,,,,,,,,,,,,,,
Nr0b1,AHX,Ahc,Ahch,DAX-1,Dax1,,,,,,,,,,,,,,
Gm4737,AL024110,EG11615,ENSMUSG00000048087,,,,,,,,,,,,,,,,
Ahr,Ah,Ahh,Ahre,In,bHLHe76,,,,,,,,,,,,,,
Ahrr,mKIAA1234,,,,,,,,,,,,,,,,,,
Ahsg,0,,,,,,,,,,,,,,,,,,
Aicda,Aid,Arp2,,,,,,,,,,,,,,,,,
Aif1,AI607846,AIF-1,D17H6S50E,G1,Iba1,,,,,,,,,,,,,,
Aim1,AI462491,AI463325,,,,,,,,,,,,,,,,,
Aip,AA408703,AW476050,Ara9,D19Bwg1412e,Fkbp16,Xap2,,,,,,,,,,,,,
Aire,0,,,,,,,,,,,,,,,,,,
Ak1,Ak-1,B430205N08Rik,,,,,,,,,,,,,,,,,
Ak2,Ak-2,D4Ertd220e,,,,,,,,,,,,,,,,,
Ak4,AK 4,Ak-3,Ak-4,Ak3,Ak3l1,D4Ertd274e,,,,,,,,,,,,,
Akap1,AKAP121,AKAP84,Akap,C76494,C81186,DAKAP1,S-AKAP84,,,,,,,,,,,,
Akap2,AA959716,AI649048,Akap-2,Akap-kl,B230340M18Rik,Prka2,,,,,,,,,,,,,
Akap3,Prka3,,,,,,,,,,,,,,,,,,
Akap4,AKAP-4,AKAP82,Fsc1,PRKA4,mAKAP82,p82,,,,,,,,,,,,,
Alpl,APTNAP,Akp-2,Akp2,TNAP,TNSALP,,,,,,,,,,,,,,
Akp3,Akp-3,IAP,dIAP,,,,,,,,,,,,,,,,
Alppl2,Akp5,C77216,D1Ertd816e,EAP,,,,,,,,,,,,,,,
Akt1,Akt,PKB,PKB/Akt,PKBalpha,Rac,,,,,,,,,,,,,,
Akt2,2410016A19Rik,AW554154,PKB,PKBbeta,,,,,,,,,,,,,,,
Alas1,ALAS,ALAS-N,Alas-1,Alas-h,,,,,,,,,,,,,,,
Alas2,ALAS,ALAS-E,ALASE,Alas-2,,,,,,,,,,,,,,,
Alb,Alb-1,Alb1,,,,,,,,,,,,,,,,,
Alcam,AI853494,BEN,CD166,DM-GRASP,MuSC,SC1,,,,,,,,,,,,,
Abcd1,ALDP,Ald,Aldgh,,,,,,,,,,,,,,,,
Aldh1a1,Ahd-2,Ahd2,Aldh1,Aldh1a2,E1,Raldh1,,,,,,,,,,,,,
Aldh2,Ahd-5,Ahd5,,,,,,,,,,,,,,,,,
Aldh3a1,Ahd-4,Ahd4,Aldh,Aldh3,,,,,,,,,,,,,,,
Aldh3a2,AI194803,Ahd-3,Ahd-3r,Ahd3,Ahd3-r,Aldh4,Aldh4-r,FALDH,,,,,,,,,,,
Aldoa,Aldo-1,Aldo1,,,,,,,,,,,,,,,,,
Aldoc,AI847350,AU040929,Aldo3,Scrg2,,,,,,,,,,,,,,,
Akr1b3,ALR2,AR,Ahr-1,Ahr1,Akr1b1,Aldor1,Aldr1,,,,,,,,,,,,
Alk,CD246,Tcrz,,,,,,,,,,,,,,,,,
Alox12,9930022G08Rik,Alox12p,P-12LO,,,,,,,,,,,,,,,,
Alox12e,8-LOX,AW259591,Alox12-ps1,Alox12-ps2,Aloxe,e-LOX1,,,,,,,,,,,,,
Alox12b,Aloxe2,e-LOX2,,,,,,,,,,,,,,,,,
Alox15,12-LO,12/15-LO,15-LOX,Alox12l,L-12LO,,,,,,,,,,,,,,
Alox8,15-LOX-2,15-LOX-B,8-LOX,8S-LOX,Alox15b,,,,,,,,,,,,,,
Alox5,5-LO,5-LOX,5LO,5LX,AI850497,F730011J02,,,,,,,,,,,,,
Alox5ap,Flap,,,,,,,,,,,,,,,,,,
alp,0,,,,,,,,,,,,,,,,,,
Gfer,Alr,ERV1,,,,,,,,,,,,,,,,,
Alx3,0,,,,,,,,,,,,,,,,,,
Alx4,lst,,,,,,,,,,,,,,,,,,
am,0,,,,,,,,,,,,,,,,,,
Ambn,0,,,,,,,,,,,,,,,,,,
Ambp,AI194774,ASPI,HI-30,Intin4,Itil,UTI,,,,,,,,,,,,,
amd,0,,,,,,,,,,,,,,,,,,
Amd-ps1,Amd3,,,,,,,,,,,,,,,,,,
Amd1,1,AdoMetDC,Amd-1,SAMDC,SAMDC 1,adoMetDC1,,,,,,,,,,,,,
Amelx,ALGN,AMGL,AMGX,Amel,Amg,LRAP,M100888,Rgsc888,,,,,,,,,,,
Amh,MIS,,,,,,,,,,,,,,,,,,
Ampd3,0,,,,,,,,,,,,,,,,,,
Mat1a,AI046368,AdoMet,Ams,MAT,MATA1,SAMS,SAMS1,,,,,,,,,,,,
Amy1,Amy-1,Amy1a,C030014B17Rik,,,,,,,,,,,,,,,,
Ang,AI385586,Ang1,Rnase5,Rnase5a,,,,,,,,,,,,,,,
Ang-ps1,0,,,,,,,,,,,,,,,,,,
Ang3,Angl,Ef-5,Rnase5c,,,,,,,,,,,,,,,,
Ang2,Angrp,Raa3,Rnase5b,,,,,,,,,,,,,,,,
Ank,Ankh,D15Ertd221e,ank,mKIAA1581,,,,,,,,,,,,,,,
Ank1,Ank-1,nb,pale,,,,,,,,,,,,,,,,
Ank3,2900054D09Rik,AI314020,Ank-3,AnkG,Ankyrin-3,Ankyrin-G,,,,,,,,,,,,,
Ankfy1,Ankhzn,ZFYVE14,mKIAA1255,,,,,,,,,,,,,,,,
Anp32a,Anp32,I1PP2A,LANP,PHAP1,W91701,pp32,,,,,,,,,,,,,
Slc25a4,AU019225,Ant1,,,,,,,,,,,,,,,,,
Slc25a5,Ant2,,,,,,,,,,,,,,,,,,
anx,0,,,,,,,,,,,,,,,,,,
Anxa11,A830099O17Rik,Anx11,,,,,,,,,,,,,,,,,
Anxa3,Anx3,,,,,,,,,,,,,,,,,,
Anxa4,AI265406,AIV,AW106930,Anx4,Xanx-4,,,,,,,,,,,,,,
Anxa5,Anx5,R74653,,,,,,,,,,,,,,,,,
Anxa6,AW107198,Anx6,AnxVI,Cabm,Camb,,,,,,,,,,,,,,
Anxa7,AI265384,AI316497,Anx7,synexin,,,,,,,,,,,,,,,
Anxa8,AI466995,Anx8,,,,,,,,,,,,,,,,,
ao,0,,,,,,,,,,,,,,,,,,
Aoc3,SSAO,VAP1,,,,,,,,,,,,,,,,,
Prdx3,AW822249,Aop1,D0Tohi1,Ef2l,Mer5,Prx3,SP22,TDXM,,,,,,,,,,,
Prdx6,1-cysPrx,9430088D19Rik,AA690119,Aop2,Aop2-rs3,Brp-12,CC26,CP-3,GPx,Ltw-4,Ltw4,Lvtw-4,NSGP,NSGPx,ORF06,Prdx5,Prdx6-rs3,aiPLA2,mKIAA0106
Aox1,AI196512,AI255253,Ao,Aox-1,Aox-2,Aox2,Moro,Ro,,,,,,,,,,,
ap,0,,,,,,,,,,,,,,,,,,
Ap1b1,Adtb1,b2b1660Clo,,,,,,,,,,,,,,,,,
Ap1g1,AA409002,AU041323,AW551707,Adtg,D8Ertd374e,,,,,,,,,,,,,,
Ap1g2,Adtg2,G2ad,,,,,,,,,,,,,,,,,
Ap1m1,AA408894,AP47,Adtm1A,Cltnm,[m]1A,mu1A,,,,,,,,,,,,,
Ap1m2,D9Ertd818e,[m]1B,mu1B,,,,,,,,,,,,,,,,
Ap1s1,AP19,,,,,,,,,,,,,,,,,,
Fabp4,422/aP2,ALBP/Ap2,Ap2,Lbpl,,,,,,,,,,,,,,,
Ap2a1,Adtaa,,,,,,,,,,,,,,,,,,
Ap2a2,2410074K14Rik,AF006990,AW146353,Adtab,C78001,L25,,,,,,,,,,,,,
Ap2m1,0,,,,,,,,,,,,,,,,,,
Ap3b1,AP-3,AU015684,C78395,Hps2,beta3A,pe,pearl,rim2,,,,,,,,,,,
Ap3b2,AI549966,AU042881,Naptb,[b]-NAP,beta-NAP,beta3B,,,,,,,,,,,,,
Ap3d1,AA407035,Ap3d,Bolvr,mBLVR1,mh,mocha,,,,,,,,,,,,,
Ap3s1,[s]3A,,,,,,,,,,,,,,,,,,
Ap3s2,[s]3B,,,,,,,,,,,,,,,,,,
Ap4m1,4930443L05Rik,Ap4m4,,,,,,,,,,,,,,,,,
Ap4s1,AI314282,,,,,,,,,,,,,,,,,,
Apaf1,6230400I06Rik,Apaf-1,Apaf1l,fog,mKIAA0413,,,,,,,,,,,,,,
Apba2,X11-like,X11L,XllL,mXllL,,,,,,,,,,,,,,,
Apbb1,Fe65,Rir,,,,,,,,,,,,,,,,,
Apbb2,2310007D03Rik,FE65L1,Rirl1,TR2L,Zfra,,,,,,,,,,,,,,
Apc,AI047805,AU020952,AW124434,CC1,Min,mAPC,,,,,,,,,,,,,
Speg,AW125581,Apeg1,BPEG,D1Bwg1450e,SPEGalpha,SPEGbeta,mKIAA1297,,,,,,,,,,,,
Apex1,APE,Apex,HAP1,Ref-1,,,,,,,,,,,,,,,
Atg5,2010107M05Rik,3110067M24Rik,AW319544,Apg5l,Atg5l,C88337,Paddy,,,,,,,,,,,,
Birc3,AW107670,Api1,Api2,Birc2,HIAP2,IAP1,IAP2,MIAP1,MIAP2,MIHB,MIHC,RNF49,cIAP-1,cIAP-2,cIAP1,cIAP2,,,
Birc2,AW146227,Api1,Api2,Birc3,HIAP1,HIAP2,IAP1,IAP2,MIAP1,MIAP2,MIHB,MIHC,RNF48,cIAP1,cIAP2,mcIAP1,,,
Xiap,1110015C02Rik,Aipa,Api3,Birc4,IAP3,ILP-1,MIHA,mXIAP,,,,,,,,,,,
Birc5,AAC-11,Api4,TIAP,survivin40,,,,,,,,,,,,,,,
Api5,AAC-11,AI196452,,,,,,,,,,,,,,,,,
Cd5l,1/6,AAC-11,AI047839,Api6,CT2,Pdp,Sp-alpha,,,,,,,,,,,,
Aplp1,0,,,,,,,,,,,,,,,,,,
Aplp2,AI790698,APLP-2,,,,,,,,,,,,,,,,,
Apoa1,Alp-1,Apoa-1,Brp-14,Ltw-1,Lvtw-1,Sep-1,Sep-2,Sep2,apo-AI,apoA-I,,,,,,,,,
Apoa2,Alp-2,ApoA-II,ApoAII,Apoa-2,Hdl-1,,,,,,,,,,,,,,
Apoa4,Apoa-4,,,,,,,,,,,,,,,,,,
Apobec1,Cdar1,,,,,,,,,,,,,,,,,,
Apobec2,Arp1,,,,,,,,,,,,,,,,,,
Apoc1,Apo-CIB,ApoC-IB,apo-CI,apoC-I,,,,,,,,,,,,,,,
Apoc2,0,,,,,,,,,,,,,,,,,,
Apoc3,apo-CIII,apoC-III,,,,,,,,,,,,,,,,,
Apod,0,,,,,,,,,,,,,,,,,,
Apoe,AI255918,,,,,,,,,,,,,,,,,,
Apoh,B2GPI,beta-2-GPI,beta2-GPI,,,,,,,,,,,,,,,,
Nr2f2,2700033K02Rik,9430015G03Rik,ARP-1,Aporp1,COUP-TF2,COUP-TFII,COUPTFB,EAR3,SVP40,Tcfcoup2,,,,,,,,,
App,Abeta,Abpp,Adap,Ag,Cvap,E030013M08Rik,betaApp,,,,,,,,,,,,
Aprt,C85684,,,,,,,,,,,,,,,,,,
Aqp1,CHIP28,,,,,,,,,,,,,,,,,,
Aqp2,AQP-CD,WCH-CD,cph,jpk,,,,,,,,,,,,,,,
Aqp3,AQP-2,,,,,,,,,,,,,,,,,,
Aqp4,WCH4,,,,,,,,,,,,,,,,,,
Aqp5,0,,,,,,,,,,,,,,,,,,
Aqp6,AI790337,,,,,,,,,,,,,,,,,,
Aqp7,AQP7L,AQPap,,,,,,,,,,,,,,,,,
Aqp8,AI255744,AQP-8,,,,,,,,,,,,,,,,,
Aqr,AW495846,mKIAA0560,,,,,,,,,,,,,,,,,
Ar,AW320017,Tfm,,,,,,,,,,,,,,,,,
Araf,1200013E08Rik,A-Raf,AW495444,Araf1,,,,,,,,,,,,,,,
Rplp0,36B4,Arbp,L10E,,,,,,,,,,,,,,,,
Arc,Arc3.1,C86064,arg3.1,mArc,,,,,,,,,,,,,,,
Areg,AR,Sdgf,,,,,,,,,,,,,,,,,
Arf1,0,,,,,,,,,,,,,,,,,,
Arf2,0,,,,,,,,,,,,,,,,,,
Arf3,5430400P17Rik,AI854770,,,,,,,,,,,,,,,,,
Arf4,AA407803,,,,,,,,,,,,,,,,,,
Arf5,0,,,,,,,,,,,,,,,,,,
Arf6,AI788669,AW496366,,,,,,,,,,,,,,,,,
Arg1,AI,AI256583,Arg-1,PGIF,,,,,,,,,,,,,,,
Arg2,AII,AU022422,,,,,,,,,,,,,,,,,
Rhoa,Arha,Arha1,Arha2,,,,,,,,,,,,,,,,
Rhoay-ps1,Arhay-ps1,RhoAy1,,,,,,,,,,,,,,,,,
Rhoay-ps2,Arhay-ps2,RhoAy2,,,,,,,,,,,,,,,,,
Rhoay-ps3,Arhay-ps3,RhoAy3,,,,,,,,,,,,,,,,,
Rhob,AA017882,Arh6,Arhb,,,,,,,,,,,,,,,,
Rhoc,AI324259,Arh9,Arhc,,,,,,,,,,,,,,,,
Rhod,AI326383,Arhd,Rho,RhoHP1,RhoM,,,,,,,,,,,,,,
Arhgap5,p190-B,p190B,,,,,,,,,,,,,,,,,
Arhgap6,AI504284,RhoGAPX-1,,,,,,,,,,,,,,,,,
Arhgdib,D4,Gdid4,Ly-GDI,,,,,,,,,,,,,,,,
Rnd2,Arhn,Rohn,,,,,,,,,,,,,,,,,
Phox2a,Arix,Phox2,Pmx2,Pmx2a,,,,,,,,,,,,,,,
Arl4a,AI467555,Arl4,,,,,,,,,,,,,,,,,
Arnt,D3Ertd557e,Drnt,ESTM42,Hif1b,W08714,bHLHe2,mKIAA4051,,,,,,,,,,,,
Arnt2,Hif-2b,bHLHe1,mKIAA0307,,,,,,,,,,,,,,,,
Arntl,Arnt3,BMAL1b,Bmal1,MOP3,bHLHe5,bmal1b',,,,,,,,,,,,,
Arpc1b,41kDa,AA408064,AA408534,AA571392,AF007010,AW208418,L72,SOP2Hs,p41-ARC,,,,,,,,,,
Art1,ADPRT,ARTC1,Yac-1,,,,,,,,,,,,,,,,
Art2a-ps,ARTC2,Art2a,Ly92a,Rt-6,Rt6,Rt6-1,,,,,,,,,,,,,
Art2b,ART2.2,ARTC2,Art,Ly92b,Rt-6,Rt6,Rt6-2,,,,,,,,,,,,
Art5,ARTC5,Yac-2,,,,,,,,,,,,,,,,,
Artn,neublastin,,,,,,,,,,,,,,,,,,
Arvcf,0,,,,,,,,,,,,,,,,,,
Arx,0,,,,,,,,,,,,,,,,,,
Arsb,1110007C02Rik,AI480648,As-1,As-1r,As-1s,As-1t,As1,As1-r,As1-s,As1-t,Asr-1,Ast-1,,,,,,,
Arsa,AS-A,ASA,AW212749,As-2,As2,TISP73,,,,,,,,,,,,,
asa,0,,,,,,,,,,,,,,,,,,
Asah1,2310081N20Rik,AC,Asah,,,,,,,,,,,,,,,,
Asgr1,ASGPR1,Asgr,Asgr-1,HL-1,,,,,,,,,,,,,,,
Asgr2,ASGPR2,Asgr,Asgr-2,,,,,,,,,,,,,,,,
Rab27a,2210402C08Rik,2410003M20Rik,4933437C11Rik,ash,,,,,,,,,,,,,,,
asp1,Ias,asp-1,,,,,,,,,,,,,,,,,
asp2,asp,asp-2,,,,,,,,,,,,,,,,,
asp3,asp-3,,,,,,,,,,,,,,,,,,
Ass1,AA408052,ASS,Ass-1,fold,,,,,,,,,,,,,,,
Astn1,Astn,GC14,mKIAA0289,,,,,,,,,,,,,,,,
at,0,,,,,,,,,,,,,,,,,,
Serpinc1,AI114908,ATIII,At-3,At3,,,,,,,,,,,,,,,
Zfhx3,A230102L03Rik,Atbf1,WBP9,mKIAA4228,,,,,,,,,,,,,,,
Ate1,AI225793,AW547406,,,,,,,,,,,,,,,,,
Atf1,0,,,,,,,,,,,,,,,,,,
Atf2,Atf-2,CRE-BP,Creb2,D130078H02Rik,D18875,Tg(Gzma-Klra1)7Wum,mXBP,,,,,,,,,,,,
Atf3,LRG-21,,,,,,,,,,,,,,,,,,
Atf4,Atf-4,C/ATF,CREB2,TAXREB67,,,,,,,,,,,,,,,
Atm,AI256621,C030026E19Rik,,,,,,,,,,,,,,,,,
Atoh1,Hath1,MATH-1,Math1,bHLHa14,,,,,,,,,,,,,,,
Neurod6,Atoh2,Math-2,Math2,Nex,Nex1m,bHLHa2,,,,,,,,,,,,,
Neurod4,AI846749,ATH-3,Atoh3,MATH-3,Math3,bHLHa4,,,,,,,,,,,,,
Neurog2,Atoh4,Math4A,bHLHa8,ngn-2,ngn2,,,,,,,,,,,,,,
Neurog3,Atoh5,Math4B,bHLHa7,ngn3,,,,,,,,,,,,,,,
Atox1,AI256639,Atx1,,,,,,,,,,,,,,,,,
Atp1a1,Atpa-1,BC010319,,,,,,,,,,,,,,,,,
Atp1b1,Atp4b,Atpb,Atpb-1,NKbeta1,,,,,,,,,,,,,,,
Atp1b2,Amog,Atpb-2,,,,,,,,,,,,,,,,,
Atp1b3,AA409958,AI664000,AW212096,,,,,,,,,,,,,,,,
Fxyd2,Atp1g1,,,,,,,,,,,,,,,,,,
Atp2a1,SERCA1,,,,,,,,,,,,,,,,,,
Atp2a2,9530097L16Rik,D5Wsu150e,SERCA2,SERCA2B,mKIAA4195,,,,,,,,,,,,,,
Atp2b2,D6Abb2e,Gena300,PMCA2,Tmy,dfw,jog,wms,wri,,,,,,,,,,,
Atp4a,0,,,,,,,,,,,,,,,,,,
Atp4b,AV080843,,,,,,,,,,,,,,,,,,
